序号,简体,繁体,异体,日文
3073,吞,吞,㕘,吞
3074,远,遠,远,遠
3075,违,違,违,違
3076,划,劃,划,劃
3077,迈,邁,迈,邁
3078,毕,畢,毕,畢
3079,至,至,㕘,至
3080,此,此,㕘,此
3081,贞,貞,贞,貞
3082,师,師,师,師
3083,尘,塵,尘,塵
3084,尖,尖,㕘,尖
3085,劣,劣,㕘,劣
3086,光,光,㕘,光
3087,当,當,当,当
3088,早,早,㕘,早
3089,吐,吐,㕘,吐
3090,吓,嚇,吓,嚇
3091,虫,蟲,虫,虫
3092,曲,曲,㕘,曲
3093,团,團,团,団
3094,同,同,㕘,同
3095,吕,呂,吕,呂
3096,吊,吊,㕘,吊
3097,吃,吃,㕘,吃
3098,因,因,㕘,因
3099,吸,吸,㕘,吸
3100,吗,嗎,吗,嗎
3101,屿,嶼,屿,嶼
3102,帆,帆,㕘,帆
3103,岁,歲,岁,歳
3104,回,回,㕘,回
3105,岂,豈,岂,豈
3106,则,則,则,則
3107,刚,剛,刚,剛
3108,网,網,网,網
3109,肉,肉,㕘,肉
3110,年,年,㕘,年
3111,朱,朱,㕘,朱
3112,先,先,㕘,先
3113,丢,丟,丢,丟
3114,舌,舌,㕘,舌
3115,竹,竹,㕘,竹
3116,迁,遷,迁,遷
3117,乔,喬,乔,喬
3118,伟,偉,伟,偉
3119,传,傳,传,伝
3120,乒,乒,㕘,乒
3121,乓,乓,㕘,乓
3122,休,休,㕘,休
3123,伍,伍,㕘,伍
3124,伏,伏,㕘,伏
3125,优,優,优,優
3126,伐,伐,㕘,伐
3127,延,延,㕘,延
3128,仲,仲,㕘,仲
3129,件,件,㕘,件
3130,任,任,㕘,任
3131,伤,傷,伤,傷
3132,价,價,价,価
3133,伦,倫,伦,倫
3134,份,份,㕘,份
3135,仰,仰,㕘,仰
3136,仿,仿,㕘,仿
3137,伙,夥,伙,伙
3138,伪,偽,伪,偽
3139,伊,伊,㕘,伊
3140,似,似,㕘,似
3141,血,血,㕘,血
3142,向,向,㕘,向
3143,行,行,㕘,行
3144,后,後,后,後
3145,舟,舟,㕘,舟
3146,全,全,㕘,全
3147,会,會,会,会
3148,杀,殺,杀,殺
3149,合,合,㕘,合
3150,兆,兆,㕘,兆
3151,企,企,㕘,企
3152,众,眾,众,衆
3153,爷,爺,爷,爺
3154,伞,傘,伞,傘
3155,创,創,创,創
3156,肌,肌,㕘,肌
3157,肋,肋,㕘,肋
3158,朵,朵,㕘,朵
3159,杂,雜,杂,雑
3160,危,危,㕘,危
3161,负,負,负,負
3162,争,爭,争,争
3163,色,色,㕘,色
3164,壮,壯,壮,壮
3165,冲,衝,冲,衝
3166,冰,冰,㕘,氷
3167,庄,莊,庄,荘
3168,庆,慶,庆,慶
3169,亦,亦,㕘,亦
3170,刘,劉,刘,劉
3171,齐,齊,齐,斉
3172,交,交,㕘,交
3173,次,次,㕘,次
3174,衣,衣,㕘,衣
3175,产,產,产,産
3176,决,決,决,決
3177,充,充,㕘,充
3178,妄,妄,㕘,妄
3179,闭,閉,闭,閉
3180,问,問,问,問
3181,闯,闖,闯,闖
3182,并,並,并,並
3183,关,關,关,関
3184,米,米,㕘,米
3185,灯,燈,灯,灯
3186,州,州,洲,州
3187,汗,汗,㕘,汗
3188,污,污,汙,污
3189,江,江,㕘,江
3190,池,池,㕘,池
3191,汤,湯,汤,湯
3192,忙,忙,㕘,忙
3193,兴,興,兴,興
3194,宇,宇,㕘,宇
3195,守,守,㕘,守
3196,宅,宅,㕘,宅
3197,字,字,㕘,字
3198,安,安,㕘,安
3199,讲,講,讲,講
3200,讳,諱,讳,諱
3201,军,軍,军,軍
3202,讶,訝,讶,訝
3203,许,許,许,許
3204,论,論,论,論
3205,讼,訟,讼,訟
3206,农,農,农,農
3207,讽,諷,讽,諷
3208,设,設,设,設
3209,访,訪,访,訪
3210,寻,尋,寻,尋
3211,导,導,导,導
3212,异,異,异,異
3213,孙,孫,孙,孫
3214,阵,陣,阵,陣
3215,阳,陽,阳,陽
3216,收,收,㕘,収
3217,阶,階,阶,階
3218,阴,陰,阴,陰
3219,防,防,㕘,防
3220,奸,奸,㕘,奸
3221,如,如,㕘,如
3222,妇,婦,妇,婦
3223,好,好,㕘,好
3224,她,她,㕘,她
3225,妈,媽,妈,媽
3226,戏,戲,戏,戯
3227,羽,羽,㕘,羽
3228,观,觀,观,観
3229,欢,歡,欢,歓
3230,买,買,买,買
3231,红,紅,红,紅
3232,约,約,约,約
3233,级,級,级,級
3234,纪,紀,纪,紀
3235,驰,馳,驰,馳
3236,巡,巡,㕘,巡
3237,寿,壽,寿,寿
3238,弄,弄,㕘,弄
3239,麦,麥,麦,麦
3240,形,形,㕘,形
3241,进,進,进,進
3242,戒,戒,㕘,戒
3243,吞,吞,㕘,吞
3244,远,遠,远,遠
3245,违,違,违,違
3246,划,劃,划,劃
3247,迈,邁,迈,邁
3248,毕,畢,毕,畢
3249,至,至,㕘,至
3250,此,此,㕘,此
3251,贞,貞,贞,貞
3252,师,師,师,師
3253,尘,塵,尘,塵
3254,尖,尖,㕘,尖
3255,劣,劣,㕘,劣
3256,光,光,㕘,光
3257,当,當,当,当
3258,早,早,㕘,早
3259,吐,吐,㕘,吐
3260,吓,嚇,吓,嚇
3261,虫,蟲,虫,虫
3262,曲,曲,㕘,曲
3263,团,團,团,団
3264,同,同,㕘,同
3265,吕,呂,吕,呂
3266,吊,吊,㕘,吊
3267,吃,吃,㕘,吃
3268,因,因,㕘,因
3269,吸,吸,㕘,吸
3270,吗,嗎,吗,嗎
3271,屿,嶼,屿,嶼
3272,帆,帆,㕘,帆
3273,岁,歲,岁,歳
3274,回,回,㕘,回
3275,岂,豈,岂,豈
3276,则,則,则,則
3277,刚,剛,刚,剛
3278,网,網,网,網
3279,肉,肉,㕘,肉
3280,年,年,㕘,年
3281,朱,朱,㕘,朱
3282,先,先,㕘,先
3283,丢,丟,丢,丟
3284,舌,舌,㕘,舌
3285,竹,竹,㕘,竹
3286,迁,遷,迁,遷
3287,乔,喬,乔,喬
3288,伟,偉,伟,偉
3289,传,傳,传,伝
3290,乒,乒,㕘,乒
3291,乓,乓,㕘,乓
3292,休,休,㕘,休
3293,伍,伍,㕘,伍
3294,伏,伏,㕘,伏
3295,优,優,优,優
3296,伐,伐,㕘,伐
3297,延,延,㕘,延
3298,仲,仲,㕘,仲
3299,件,件,㕘,件
3300,任,任,㕘,任
3301,伤,傷,伤,傷
3302,价,價,价,価
3303,伦,倫,伦,倫
3304,份,份,㕘,份
3305,仰,仰,㕘,仰
3306,仿,仿,㕘,仿
3307,伙,夥,伙,伙
3308,伪,偽,伪,偽
3309,伊,伊,㕘,伊
3310,似,似,㕘,似
3311,血,血,㕘,血
3312,向,向,㕘,向
3313,行,行,㕘,行
3314,后,後,后,後
3315,舟,舟,㕘,舟
3316,全,全,㕘,全
3317,会,會,会,会
3318,杀,殺,杀,殺
3319,合,合,㕘,合
3320,兆,兆,㕘,兆
3321,企,企,㕘,企
3322,众,眾,众,衆
3323,爷,爺,爷,爺
3324,伞,傘,伞,傘
3325,创,創,创,創
3326,肌,肌,㕘,肌
3327,肋,肋,㕘,肋
3328,朵,朵,㕘,朵
3329,杂,雜,杂,雑
3330,危,危,㕘,危
3331,负,負,负,負
3332,争,爭,争,争
3333,色,色,㕘,色
3334,壮,壯,壮,壮
3335,冲,衝,冲,衝
3336,冰,冰,㕘,氷
3337,庄,莊,庄,荘
3338,庆,慶,庆,慶
3339,亦,亦,㕘,亦
3340,刘,劉,刘,劉
3341,齐,齊,齐,斉
3342,交,交,㕘,交
3343,次,次,㕘,次
3344,衣,衣,㕘,衣
3345,产,產,产,産
3346,决,決,决,決
3347,充,充,㕘,充
3348,妄,妄,㕘,妄
3349,闭,閉,闭,閉
3350,问,問,问,問
3351,闯,闖,闯,闖
3352,并,並,并,並
3353,关,關,关,関
3354,米,米,㕘,米
3355,灯,燈,灯,灯
3356,州,州,洲,州
3357,汗,汗,㕘,汗
3358,污,污,汙,污
3359,江,江,㕘,江
3360,池,池,㕘,池
3361,汤,湯,汤,湯
3362,忙,忙,㕘,忙
3363,兴,興,兴,興
3364,宇,宇,㕘,宇
3365,守,守,㕘,守
3366,宅,宅,㕘,宅
3367,字,字,㕘,字
3368,安,安,㕘,安
3369,讲,講,讲,講
3370,讳,諱,讳,諱
3371,军,軍,军,軍
3372,讶,訝,讶,訝
3373,许,許,许,許
3374,论,論,论,論
3375,讼,訟,讼,訟
3376,农,農,农,農
3377,讽,諷,讽,諷
3378,设,設,设,設
3379,访,訪,访,訪
3380,寻,尋,寻,尋
3381,导,導,导,導
3382,异,異,异,異
3383,孙,孫,孙,孫
3384,阵,陣,阵,陣
3385,阳,陽,阳,陽
3386,收,收,㕘,収
3387,阶,階,阶,階
3388,阴,陰,阴,陰
3389,防,防,㕘,防
3390,奸,奸,㕘,奸
3391,如,如,㕘,如
3392,妇,婦,妇,婦
3393,好,好,㕘,好
3394,她,她,㕘,她
3395,妈,媽,妈,媽
3396,戏,戲,戏,戯
3397,羽,羽,㕘,羽
3398,观,觀,观,観
3399,欢,歡,欢,歓
3400,买,買,买,買
3401,红,紅,红,紅
3402,约,約,约,約
3403,级,級,级,級
3404,纪,紀,纪,紀
3405,驰,馳,驰,馳
3406,巡,巡,㕘,巡
3407,寿,壽,寿,寿
3408,弄,弄,㕘,弄
3409,麦,麥,麦,麦
3410,形,形,㕘,形
3411,进,進,进,進
3412,戒,戒,㕘,戒
3413,吞,吞,㕘,吞
3414,远,遠,远,遠
3415,违,違,违,違
3416,划,劃,划,劃
3417,迈,邁,迈,邁
3418,毕,畢,毕,畢
3419,至,至,㕘,至
3420,此,此,㕘,此
3421,贞,貞,贞,貞
3422,师,師,师,師
3423,尘,塵,尘,塵
3424,尖,尖,㕘,尖
3425,劣,劣,㕘,劣
3426,光,光,㕘,光
3427,当,當,当,当
3428,早,早,㕘,早
3429,吐,吐,㕘,吐
3430,吓,嚇,吓,嚇
3431,虫,蟲,虫,虫
3432,曲,曲,㕘,曲
3433,团,團,团,団
3434,同,同,㕘,同
3435,吕,呂,吕,呂
3436,吊,吊,㕘,吊
3437,吃,吃,㕘,吃
3438,因,因,㕘,因
3439,吸,吸,㕘,吸
3440,吗,嗎,吗,嗎
3441,屿,嶼,屿,嶼
3442,帆,帆,㕘,帆
3443,岁,歲,岁,歳
3444,回,回,㕘,回
3445,岂,豈,岂,豈
3446,则,則,则,則
3447,刚,剛,刚,剛
3448,网,網,网,網
3449,肉,肉,㕘,肉
3450,年,年,㕘,年
3451,朱,朱,㕘,朱
3452,先,先,㕘,先
3453,丢,丟,丢,丟
3454,舌,舌,㕘,舌
3455,竹,竹,㕘,竹
3456,迁,遷,迁,遷
3457,乔,喬,乔,喬
3458,伟,偉,伟,偉
3459,传,傳,传,伝
3460,乒,乒,㕘,乒
3461,乓,乓,㕘,乓
3462,休,休,㕘,休
3463,伍,伍,㕘,伍
3464,伏,伏,㕘,伏
3465,优,優,优,優
3466,伐,伐,㕘,伐
3467,延,延,㕘,延
3468,仲,仲,㕘,仲
3469,件,件,㕘,件
3470,任,任,㕘,任
3471,伤,傷,伤,傷
3472,价,價,价,価
3473,伦,倫,伦,倫
3474,份,份,㕘,份
3475,仰,仰,㕘,仰
3476,仿,仿,㕘,仿
3477,伙,夥,伙,伙
3478,伪,偽,伪,偽
3479,伊,伊,㕘,伊
3480,似,似,㕘,似
3481,血,血,㕘,血
3482,向,向,㕘,向
3483,行,行,㕘,行
3484,后,後,后,後
3485,舟,舟,㕘,舟
3486,全,全,㕘,全
3487,会,會,会,会
3488,杀,殺,杀,殺
3489,合,合,㕘,合
3490,兆,兆,㕘,兆
3491,企,企,㕘,企
3492,众,眾,众,衆
3493,爷,爺,爷,爺
3494,伞,傘,伞,傘
3495,创,創,创,創
3496,肌,肌,㕘,肌
3497,肋,肋,㕘,肋
3498,朵,朵,㕘,朵
3499,杂,雜,杂,雑
3500,危,危,㕘,危
